"","SHELFMARK","MID","Run","BB","SP","BD","CL","INC","BBID","BBNF","BBF1T","BBF1ID","BBF2T","BBF2ID","BBF3T","BBF3ID","BBF4T","BBF4ID","SPID","SPNF","SPF1T","SPF1ID","SPF2T","SPF2ID","SPF3T","SPF3ID","SPF4T","SPF4ID","SPF5T","SPF5ID","SPF6T","SPF6ID","SPF7T","SPF7ID","SPF8T","SPF8ID","BD1ID","BD2ID","CLP1","CLP1CSR","CLP2","CLP2CSR","BD1BDCLC1ID","BD2BDCLC1ID","BD2CSR1ID","BD1BDCLC2ID","BD2BDCLC2ID","BD2CSR2ID","SR","AR","SIR","VSR","KCR"
"6248","Sarmatia0792","MID1230036604",1,2,3,0,0,36604,"CID1100130",2,"knife-cut recesses","FID10119549","knife-cut recesses","FID10119550",NA,NA,NA,NA,"CID1100129",3,"adhesive recesses","FID10119546","adhesive recesses","FID10119547","adhesive recesses","FID10119548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6249","Sarmatia0793","MID1209036605",1,2,0,9,0,36605,"CID1100131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100132","CID1100133",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"6250","Sarmatia0807","MID1237036615",1,2,3,7,0,36615,"CID1100171",2,"v-shaped recesses","FID10119591","v-shaped recesses","FID10119592",NA,NA,NA,NA,"CID1100170",2,"v-shaped recesses","FID10119591","v-shaped recesses","FID10119592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100172","CID1100173",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"6251","Sarmatia0821","MID1239936625",1,2,3,9,9,36625,"CID1100211",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100210",6,"sewing recesses","FID10119654","sewing recesses","FID10119655","sewing recesses","FID10119656","sewing recesses","FID10119657","sewing recesses","FID10119658","sewing recesses","FID10119659",NA,NA,NA,NA,"CID1100212","CID1100213",TRUE,FALSE,TRUE,FALSE,"CID1100214","CID1100214",NA,"CID1100215","CID1100215",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"6252","Sarmatia0829","MID1239836630",1,2,3,9,8,36630,"CID1100233",2,"sawn-in recesses","FID10119679","sawn-in recesses","FID10119680",NA,NA,NA,NA,"CID1100232",2,"sawn-in recesses","FID10119679","sawn-in recesses","FID10119680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100234","CID1100235",TRUE,FALSE,TRUE,FALSE,"CID1100236","CID1100236",NA,"CID1100237","CID1100237",NA,FALSE,FALSE,TRUE,FALSE,FALSE
"6253","Sarmatia0840","MID1230036639",1,2,3,0,0,36639,"CID1100271",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100270",3,"adhesive recesses","FID10119719","adhesive recesses","FID10119720","adhesive recesses","FID10119721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"6254","Sarmatia0856","MID1230036650",1,2,3,0,0,36650,"CID1100313",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100312",6,"adhesive recesses","FID10119772","adhesive recesses","FID10119773","sewing recesses","FID10119774","sewing recesses","FID10119775","sewing recesses","FID10119776","sewing recesses","FID10119777",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"6255","Sarmatia0860","MID1209036652",1,2,0,9,0,36652,"CID1100318",2,"knife-cut recesses","FID10119784","knife-cut recesses","FID10119785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100319","CID1100320",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"6256","Sarmatia0887","MID1233036674",1,2,3,3,0,36674,"CID1100406",4,"sawn-in recesses","FID10119870","sawn-in recesses","FID10119871","knife-cut recesses","FID10119878","knife-cut recesses","FID10119879","CID1100405",8,"sawn-in recesses","FID10119870","sawn-in recesses","FID10119871","sewing recesses","FID10119872","sewing recesses","FID10119873","sewing recesses","FID10119874","sewing recesses","FID10119875","sewing recesses","FID10119876","sewing recesses","FID10119877",NA,"CID1100407",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"6257","Sarmatia0893","MID1230036679",1,2,3,0,0,36679,"CID1100425",2,"knife-cut recesses","FID10119900","knife-cut recesses","FID10119901",NA,NA,NA,NA,"CID1100424",6,"adhesive recesses","FID10119894","adhesive recesses","FID10119895","sewing recesses","FID10119896","sewing recesses","FID10119897","sewing recesses","FID10119898","sewing recesses","FID10119899",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"6258","Sarmatia0900","MID1230036684",1,2,3,0,0,36684,"CID1100443",2,"knife-cut recesses","FID10119928","knife-cut recesses","FID10119929",NA,NA,NA,NA,"CID1100442",6,"sewing recesses","FID10119922","sewing recesses","FID10119923","sewing recesses","FID10119924","sewing recesses","FID10119925","sewing recesses","FID10119926","sewing recesses","FID10119927",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6259","Sarmatia0904","MID1239336686",1,2,3,9,3,36686,"CID1100449",2,"knife-cut recesses","FID10119940","knife-cut recesses","FID10119941",NA,NA,NA,NA,"CID1100448",4,"sewing recesses","FID10119936","sewing recesses","FID10119937","sewing recesses","FID10119938","sewing recesses","FID10119939",NA,NA,NA,NA,NA,NA,NA,NA,"CID1100450","CID1100451",TRUE,TRUE,FALSE,FALSE,"CID1100452","CID1100452","FID10119942",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6260","Sarmatia0913","MID1230036692",1,2,3,0,0,36692,"CID1100474",2,"knife-cut recesses","FID10119973","knife-cut recesses","FID10119974",NA,NA,NA,NA,"CID1100473",6,"sewing recesses","FID10119967","sewing recesses","FID10119968","sewing recesses","FID10119969","sewing recesses","FID10119970","sewing recesses","FID10119971","sewing recesses","FID10119972",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6261","Sarmatia0925","MID1230036702",1,2,3,0,0,36702,"CID1100512",2,"v-shaped recesses","FID10120020","v-shaped recesses","FID10120021",NA,NA,NA,NA,"CID1100511",2,"v-shaped recesses","FID10120020","v-shaped recesses","FID10120021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"6262","Sarmatia0927","MID1239936704",1,2,3,9,9,36704,"CID1100518",2,"knife-cut recesses","FID10120032","knife-cut recesses","FID10120033",NA,NA,NA,NA,"CID1100517",2,"adhesive recesses","FID10120030","adhesive recesses","FID10120031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100519","CID1100520",TRUE,FALSE,TRUE,FALSE,"CID1100521","CID1100521",NA,"CID1100522","CID1100522",NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6263","Sarmatia0930","MID1230036706",1,2,3,0,0,36706,"CID1100528",2,"knife-cut recesses","FID10120040","knife-cut recesses","FID10120041",NA,NA,NA,NA,"CID1100527",6,"sewing recesses","FID10120034","sewing recesses","FID10120035","sewing recesses","FID10120036","sewing recesses","FID10120037","sewing recesses","FID10120038","sewing recesses","FID10120039",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6264","Sarmatia0933","MID1234036708",1,2,3,4,0,36708,"CID1100534",4,"v-shaped recesses","FID10120047","v-shaped recesses","FID10120048","knife-cut recesses","FID10120049","knife-cut recesses","FID10120050","CID1100533",2,"v-shaped recesses","FID10120047","v-shaped recesses","FID10120048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100535",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"6265","Sarmatia0935","MID1239336709",1,2,3,9,3,36709,"CID1100537",2,"sawn-in recesses","FID10120051","sawn-in recesses","FID10120052",NA,NA,NA,NA,"CID1100536",8,"sawn-in recesses","FID10120051","sawn-in recesses","FID10120052","sewing recesses","FID10120053","sewing recesses","FID10120054","sewing recesses","FID10120055","sewing recesses","FID10120056","sewing recesses","FID10120057","sewing recesses","FID10120058","CID1100538","CID1100539",TRUE,FALSE,FALSE,FALSE,"CID1100540","CID1100540",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"6266","Sarmatia0936","MID1230036710",1,2,3,0,0,36710,"CID1100542",2,"sawn-in recesses","FID10120059","sawn-in recesses","FID10120060",NA,NA,NA,NA,"CID1100541",8,"sawn-in recesses","FID10120059","sawn-in recesses","FID10120060","sewing recesses","FID10120061","sewing recesses","FID10120062","sewing recesses","FID10120063","sewing recesses","FID10120064","sewing recesses","FID10120065","sewing recesses","FID10120066",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"6267","Sarmatia0945","MID1230036716",1,2,3,0,0,36716,"CID1100564",2,"knife-cut recesses","FID10120090","knife-cut recesses","FID10120091",NA,NA,NA,NA,"CID1100563",2,"adhesive recesses","FID10120088","adhesive recesses","FID10120089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6268","Sarmatia0949","MID1232336719",1,2,3,2,3,36719,"CID1100574",2,"knife-cut recesses","FID10120112","knife-cut recesses","FID10120113",NA,NA,NA,NA,"CID1100573",6,"adhesive recesses","FID10120106","adhesive recesses","FID10120107","sewing recesses","FID10120108","sewing recesses","FID10120109","sewing recesses","FID10120110","sewing recesses","FID10120111",NA,NA,NA,NA,NA,"CID1100575",TRUE,TRUE,FALSE,FALSE,NA,"CID1100576","FID10120114",NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"6269","Sarmatia0951","MID1230036721",1,2,3,0,0,36721,"CID1100582",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100581",6,"sewing recesses","FID10120117","sewing recesses","FID10120118","sewing recesses","FID10120119","sewing recesses","FID10120120","sewing recesses","FID10120121","sewing recesses","FID10120122",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"6270","Sarmatia0953","MID1230036723",1,2,3,0,0,36723,"CID1100588",2,"knife-cut recesses","FID10120137","knife-cut recesses","FID10120138",NA,NA,NA,NA,"CID1100587",6,"adhesive recesses","FID10120131","adhesive recesses","FID10120132","sewing recesses","FID10120133","sewing recesses","FID10120134","sewing recesses","FID10120135","sewing recesses","FID10120136",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"6271","Sarmatia0959","MID1019036727",1,0,1,9,0,36727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100601","CID1100602",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"6272","Sarmatia0963","MID1120036731",1,1,2,0,0,36731,"CID1100616",2,"knife-cut recesses","FID10120156","knife-cut recesses","FID10120157",NA,NA,NA,NA,"CID1100615",3,"adhesive recesses","FID10120153","adhesive recesses","FID10120154","adhesive recesses","FID10120155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6273","Sarmatia0989","MID1209036749",1,2,0,9,0,36749,"CID1100685",4,"v-shaped recesses",NA,"v-shaped recesses",NA,"knife-cut recesses","FID10120234","knife-cut recesses","FID10120235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100686","CID1100687",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"6274","Sarmatia1004","MID1239936759",1,2,3,9,9,36759,"CID1100725",4,"v-shaped recesses","FID10120271","v-shaped recesses","FID10120272","knife-cut recesses","FID10120277","knife-cut recesses","FID10120278","CID1100724",6,"v-shaped recesses","FID10120271","v-shaped recesses","FID10120272","sewing recesses","FID10120273","sewing recesses","FID10120274","sewing recesses","FID10120275","sewing recesses","FID10120276",NA,NA,NA,NA,"CID1100726","CID1100727",TRUE,TRUE,TRUE,TRUE,"CID1100728","CID1100728","FID10120279","CID1100729","CID1100729","FID10120280",TRUE,FALSE,FALSE,TRUE,TRUE
"6275","Sarmatia1005","MID1230036760",1,2,3,0,0,36760,"CID1100731",2,"knife-cut recesses","FID10120285","knife-cut recesses","FID10120286",NA,NA,NA,NA,"CID1100730",4,"sewing recesses","FID10120281","sewing recesses","FID10120282","sewing recesses","FID10120283","sewing recesses","FID10120284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6276","Sarmatia1006","MID1230036761",1,2,3,0,0,36761,"CID1100733",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100732",6,"adhesive recesses","FID10120287","adhesive recesses","FID10120288","sewing recesses","FID10120289","sewing recesses","FID10120290","sewing recesses","FID10120291","sewing recesses","FID10120292",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"6277","Sarmatia1020","MID1233036770",1,2,3,3,0,36770,"CID1100767",2,"knife-cut recesses","FID10120325","knife-cut recesses","FID10120326",NA,NA,NA,NA,"CID1100766",4,"sewing recesses","FID10120321","sewing recesses","FID10120322","sewing recesses","FID10120323","sewing recesses","FID10120324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100768",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6278","Sarmatia1022","MID1239236772",1,2,3,9,2,36772,"CID1100774",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100773",3,"adhesive recesses","FID10120329","adhesive recesses","FID10120330","adhesive recesses","FID10120331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100775","CID1100776",TRUE,FALSE,FALSE,FALSE,"CID1100777","CID1100777",NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"6279","Sarmatia1024","MID1236036773",1,2,3,6,0,36773,"CID1100779",2,"sawn-in recesses","FID10120332","sawn-in recesses","FID10120333",NA,NA,NA,NA,"CID1100778",2,"sawn-in recesses","FID10120332","sawn-in recesses","FID10120333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100780","CID1100781",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"6280","Sarmatia1035","MID1230036782",1,2,3,0,0,36782,"CID1100815",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100814",6,"adhesive recesses","FID10120369","adhesive recesses","FID10120370","sewing recesses","FID10120371","sewing recesses","FID10120372","sewing recesses","FID10120373","sewing recesses","FID10120374",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"6281","Sarmatia1038","MID1230036785",1,2,3,0,0,36785,"CID1100825",2,"sawn-in recesses","FID10120385","sawn-in recesses","FID10120386",NA,NA,NA,NA,"CID1100824",2,"sawn-in recesses","FID10120385","sawn-in recesses","FID10120386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"6282","Sarmatia1048","MID1230036792",1,2,3,0,0,36792,"CID1100851",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100850",4,"sewing recesses","FID10120411","sewing recesses","FID10120412","sewing recesses","FID10120413","sewing recesses","FID10120414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"6283","Sarmatia1056","MID1230036797",1,2,3,0,0,36797,"CID1100869",2,"sawn-in recesses","FID10120435","sawn-in recesses","FID10120436",NA,NA,NA,NA,"CID1100868",8,"sawn-in recesses","FID10120435","sawn-in recesses","FID10120436","sewing recesses","FID10120437","sewing recesses","FID10120438","sewing recesses","FID10120439","sewing recesses","FID10120440","sewing recesses","FID10120441","sewing recesses","FID10120442",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"6284","Sarmatia1065","MID1230036803",1,2,3,0,0,36803,"CID1100891",2,"knife-cut recesses","FID10120466","knife-cut recesses","FID10120467",NA,NA,NA,NA,"CID1100890",4,"sewing recesses","FID10120462","sewing recesses","FID10120463","sewing recesses","FID10120464","sewing recesses","FID10120465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"6285","Sarmatia1068","MID1230036805",1,2,3,0,0,36805,"CID1100897",4,"sawn-in recesses","FID10120473","sawn-in recesses","FID10120474","knife-cut recesses","FID10120479","knife-cut recesses","FID10120480","CID1100896",6,"sawn-in recesses","FID10120473","sawn-in recesses","FID10120474","sewing recesses","FID10120475","sewing recesses","FID10120476","sewing recesses","FID10120477","sewing recesses","FID10120478",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"6286","Sarmatia1070","MID1239336806",1,2,3,9,3,36806,"CID1100899",2,"v-shaped recesses","FID10120481","v-shaped recesses","FID10120482",NA,NA,NA,NA,"CID1100898",2,"v-shaped recesses","FID10120481","v-shaped recesses","FID10120482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100900","CID1100901",TRUE,FALSE,FALSE,FALSE,"CID1100902","CID1100902",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"6287","Sarmatia1081","MID1237036814",1,2,3,7,0,36814,"CID1100932",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100931",3,"adhesive recesses","FID10120520","adhesive recesses","FID10120521","adhesive recesses","FID10120522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1100933","CID1100934",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"6288","Sarmatia1098","MID1230036828",1,2,3,0,0,36828,"CID1100988",2,"sawn-in recesses","FID10120565","sawn-in recesses","FID10120566",NA,NA,NA,NA,"CID1100987",2,"sawn-in recesses","FID10120565","sawn-in recesses","FID10120566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"6289","Sarmatia1103","MID1234036832",1,2,3,4,0,36832,"CID1101002",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101001",3,"adhesive recesses","FID10120573","adhesive recesses","FID10120574","adhesive recesses","FID10120575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101003",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"6290","Sarmatia1113","MID1230036839",1,2,3,0,0,36839,"CID1101029",4,"v-shaped recesses","FID10120603","v-shaped recesses","FID10120604","knife-cut recesses","FID10120611","knife-cut recesses","FID10120612","CID1101028",8,"v-shaped recesses","FID10120603","v-shaped recesses","FID10120604","adhesive recesses","FID10120605","adhesive recesses","FID10120606","sewing recesses","FID10120607","sewing recesses","FID10120608","sewing recesses","FID10120609","sewing recesses","FID10120610",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE
"6291","Sarmatia1116","MID1239336841",1,2,3,9,3,36841,"CID1101035",4,"sawn-in recesses","FID10120617","sawn-in recesses","FID10120618","knife-cut recesses","FID10120619","knife-cut recesses","FID10120620","CID1101034",2,"sawn-in recesses","FID10120617","sawn-in recesses","FID10120618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101036","CID1101037",TRUE,FALSE,FALSE,FALSE,"CID1101038","CID1101038",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"6292","Sarmatia1119","MID1209036843",1,2,0,9,0,36843,"CID1101043",2,"knife-cut recesses","FID10120627","knife-cut recesses","FID10120628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101044","CID1101045",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"6293","Sarmatia1146","MID1232036862",1,2,3,2,0,36862,"CID1101119",2,"knife-cut recesses","FID10120715","knife-cut recesses","FID10120716",NA,NA,NA,NA,"CID1101118",3,"adhesive recesses","FID10120712","adhesive recesses","FID10120713","adhesive recesses","FID10120714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101120",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6294","Sarmatia1149","MID1235036864",1,2,3,5,0,36864,"CID1101126",4,"sawn-in recesses","FID10120721","sawn-in recesses","FID10120722","knife-cut recesses","FID10120729","knife-cut recesses","FID10120730","CID1101125",8,"sawn-in recesses","FID10120721","sawn-in recesses","FID10120722","adhesive recesses","FID10120723","adhesive recesses","FID10120724","sewing recesses","FID10120725","sewing recesses","FID10120726","sewing recesses","FID10120727","sewing recesses","FID10120728","CID1101127",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE
"6295","Sarmatia1153","MID1233036868",1,2,3,3,0,36868,"CID1101141",2,"knife-cut recesses","FID10120745","knife-cut recesses","FID10120746",NA,NA,NA,NA,"CID1101140",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101142",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"6296","Sarmatia1163","MID1239736874",1,2,3,9,7,36874,"CID1101164",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101165","CID1101166",TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"6297","Sarmatia1166","MID1230036876",1,2,3,0,0,36876,"CID1101172",4,"v-shaped recesses","FID10120773","v-shaped recesses","FID10120774","knife-cut recesses","FID10120777","knife-cut recesses","FID10120778","CID1101171",4,"v-shaped recesses","FID10120773","v-shaped recesses","FID10120774","adhesive recesses","FID10120775","adhesive recesses","FID10120776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
"6298","Sarmatia1168","MID1230036877",1,2,3,0,0,36877,"CID1101174",2,"knife-cut recesses","FID10120782","knife-cut recesses","FID10120783",NA,NA,NA,NA,"CID1101173",3,"adhesive recesses","FID10120779","adhesive recesses","FID10120780","adhesive recesses","FID10120781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"6299","Sarmatia1187","MID1209036891",1,2,0,9,0,36891,"CID1101227",4,"sawn-in recesses",NA,"sawn-in recesses",NA,"knife-cut recesses","FID10120842","knife-cut recesses","FID10120843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101228","CID1101229",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"6300","Sarmatia1188","MID1230036892",1,2,3,0,0,36892,"CID1101231",2,"knife-cut recesses","FID10120850","knife-cut recesses","FID10120851",NA,NA,NA,NA,"CID1101230",6,"adhesive recesses","FID10120844","adhesive recesses","FID10120845","sewing recesses","FID10120846","sewing recesses","FID10120847","sewing recesses","FID10120848","sewing recesses","FID10120849",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"6301","Sarmatia1199","MID1239336902",1,2,3,9,3,36902,"CID1101269",2,"knife-cut recesses","FID10120889","knife-cut recesses","FID10120890",NA,NA,NA,NA,"CID1101268",6,"adhesive recesses","FID10120883","adhesive recesses","FID10120884","sewing recesses","FID10120885","sewing recesses","FID10120886","sewing recesses","FID10120887","sewing recesses","FID10120888",NA,NA,NA,NA,"CID1101270","CID1101271",TRUE,TRUE,FALSE,FALSE,"CID1101272","CID1101272","FID10120891",NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"6302","Sarmatia1203","MID1239536905",1,2,3,9,5,36905,"CID1101282",2,"v-shaped recesses","FID10120900","v-shaped recesses","FID10120901",NA,NA,NA,NA,"CID1101281",2,"v-shaped recesses","FID10120900","v-shaped recesses","FID10120901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1101283","CID1101284",TRUE,FALSE,TRUE,FALSE,"CID1101285","CID1101285",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
