"","SHELFMARK","MID","Run","BB","SP","BD","CL","INC","BBID","BBNF","BBF1T","BBF1ID","BBF2T","BBF2ID","BBF3T","BBF3ID","BBF4T","BBF4ID","SPID","SPNF","SPF1T","SPF1ID","SPF2T","SPF2ID","SPF3T","SPF3ID","SPF4T","SPF4ID","SPF5T","SPF5ID","SPF6T","SPF6ID","SPF7T","SPF7ID","SPF8T","SPF8ID","BD1ID","BD2ID","CLP1","CLP1CSR","CLP2","CLP2CSR","BD1BDCLC1ID","BD2BDCLC1ID","BD2CSR1ID","BD1BDCLC2ID","BD2BDCLC2ID","BD2CSR2ID","SR","AR","SIR","VSR","KCR"
"748","Syriac0296","MID1230013226",1,2,3,0,0,13226,"CID1012115",2,"sawn-in recesses","FID10014565","sawn-in recesses","FID10014566",NA,NA,NA,NA,"CID1012114",8,"sawn-in recesses","FID10014565","sawn-in recesses","FID10014566","sewing recesses","FID10014567","sewing recesses","FID10014568","sewing recesses","FID10014569","sewing recesses","FID10014570","sewing recesses","FID10014571","sewing recesses","FID10014572",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"749","Syriac0306","MID1230013232",1,2,3,0,0,13232,"CID1012137",2,"v-shaped recesses","FID10014606","v-shaped recesses","FID10014607",NA,NA,NA,NA,"CID1012136",2,"v-shaped recesses","FID10014606","v-shaped recesses","FID10014607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"750","Syriac0309","MID1230013235",1,2,3,0,0,13235,"CID1012147",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012146",3,"adhesive recesses","FID10014614","adhesive recesses","FID10014615","adhesive recesses","FID10014616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"751","Syriac0310","MID1019013236",1,0,1,9,0,13236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012148","CID1012149",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"752","Syriac0317","MID1230013241",1,2,3,0,0,13241,"CID1012167",2,"knife-cut recesses","FID10014643","knife-cut recesses","FID10014644",NA,NA,NA,NA,"CID1012166",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"753","Syriac0332","MID1230013252",1,2,3,0,0,13252,"CID1012209",2,"v-shaped recesses","FID10014691","v-shaped recesses","FID10014692",NA,NA,NA,NA,"CID1012208",2,"v-shaped recesses","FID10014691","v-shaped recesses","FID10014692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"754","Syriac0358","MID1230013272",1,2,3,0,0,13272,"CID1012287",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012286",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"755","Syriac0359","MID1239313273",1,2,3,9,3,13273,"CID1012289",2,"knife-cut recesses","FID10014787","knife-cut recesses","FID10014788",NA,NA,NA,NA,"CID1012288",3,"adhesive recesses","FID10014784","adhesive recesses","FID10014785","adhesive recesses","FID10014786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012290","CID1012291",TRUE,FALSE,FALSE,FALSE,"CID1012292","CID1012292",NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"756","Syriac0360","MID1230013274",1,2,3,0,0,13274,"CID1012294",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012293",6,"sewing recesses","FID10014789","sewing recesses","FID10014790","sewing recesses","FID10014791","sewing recesses","FID10014792","sewing recesses","FID10014793","sewing recesses","FID10014794",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"757","Syriac0361","MID1236013275",1,2,3,6,0,13275,"CID1012296",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012295",3,"adhesive recesses","FID10014795","adhesive recesses","FID10014796","adhesive recesses","FID10014797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012297","CID1012298",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"758","Syriac0376","MID1230013285",1,2,3,0,0,13285,"CID1012336",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012335",6,"adhesive recesses","FID10014842","adhesive recesses","FID10014843","sewing recesses","FID10014844","sewing recesses","FID10014845","sewing recesses","FID10014846","sewing recesses","FID10014847",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"759","Syriac0377","MID1239313286",1,2,3,9,3,13286,"CID1012338",2,"knife-cut recesses","FID10014851","knife-cut recesses","FID10014852",NA,NA,NA,NA,"CID1012337",3,"adhesive recesses","FID10014848","adhesive recesses","FID10014849","adhesive recesses","FID10014850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1012339","CID1012340",TRUE,FALSE,FALSE,FALSE,"CID1012341","CID1012341",NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
